問卷編號,"性別(男:0, 女:1)",出生年,年齡,CIAS_1,CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
2756,0,89,10,1,1,4,3,4,2,1,1,4,1,1,1,4,4,1,3,2,1,1,4,2,1,1,1,1,2
2757,0,88,11,1,1,4,3,4,2,1,1,4,1,2,1,4,4,1,3,2,1,1,4,2,1,2,1,1,2
2758,1,88,11,3,3,3,3,3,3,3,1,3,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2
2759,0,89,10,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2760,1,89,10,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2761,0,89,10,3,3,2,3,3,3,3,3,4,4,4,3,3,2,3,1,1,2,3,2,2,2,,1,2,2
2762,0,88,11,2,2,4,2,4,2,4,1,4,1,4,1,1,1,1,4,1,4,,4,1,4,1,1,1,1
2763,1,89,10,3,3,3,1,3,3,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1
2764,1,88,11,3,1,2,3,2,2,1,1,1,1,2,1,2,2,2,3,1,2,3,2,3,3,1,1,1,1
2765,0,89,10,4,2,4,4,2,4,2,1,3,,2,3,1,1,4,1,1,1,2,2,2,3,,1,1,1
2766,1,88,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,2,2,1,2,2,2
2767,0,89,10,3,4,4,4,4,4,1,1,4,1,4,1,1,2,4,4,1,4,1,4,1,4,1,4,1,1
2768,0,89,10,3,3,2,3,2,,3,1,2,2,2,3,3,2,4,2,3,3,3,1,4,2,1,2,3,4
2769,0,89,10,2,1,1,1,1,,2,1,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1
2770,0,89,10,3,2,3,2,2,1,3,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1
2771,1,88,11,4,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1
2772,1,89,10,2,2,2,3,,2,3,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2
2773,1,86,13,1,1,1,1,1,1,,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1
2774,1,87,12,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
2775,1,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2776,0,87,12,3,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1
2777,1,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2778,1,86,13,2,1,3,1,1,2,1,1,2,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,2,1
2779,1,86,13,2,2,2,2,2,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
2780,0,86,13,3,3,2,2,2,3,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1
2781,1,86,13,3,2,3,1,2,2,3,2,3,1,1,2,2,2,3,2,1,3,2,3,2,3,2,3,2,2
2782,0,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2783,0,87,12,3,1,2,3,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1
2785,0,87,12,1,2,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1
2786,1,86,13,3,2,2,1,3,3,2,1,1,1,1,1,3,1,3,1,2,1,1,1,3,3,2,1,1,2
2787,0,87,12,3,1,2,2,2,3,2,1,2,1,2,2,2,1,3,2,3,3,3,2,3,2,2,2,2,3
2788,1,87,12,2,3,3,1,2,4,3,1,3,2,3,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1
2789,0,87,12,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1
2790,0,86,13,3,2,2,1,1,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,3,1,1,1,1,1
2791,1,87,12,3,3,3,2,3,4,2,2,2,2,2,2,4,3,2,3,2,2,4,4,2,3,2,2,2,2
2792,1,86,13,2,2,2,3,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,1,3,3,1,1,1,1
2793,1,86,13,3,2,3,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1
2794,0,86,13,3,2,2,4,3,4,2,1,3,2,1,2,3,2,1,3,2,2,1,3,2,1,1,2,1,1
2795,0,87,12,3,3,4,3,,2,2,2,3,3,3,4,2,4,3,2,3,3,4,4,4,4,3,2,4,4
2796,0,87,12,3,3,2,2,3,4,3,2,3,2,3,2,2,3,2,2,3,3,2,3,2,3,2,2,3,2
2797,1,87,12,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2798,0,87,12,3,2,2,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1
2799,0,87,12,4,3,3,4,4,4,4,1,3,2,2,1,1,4,2,4,2,2,4,4,2,4,2,4,4,1
2800,0,87,12,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,4,2,2,2,1,2
2801,1,87,12,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,1,1,1,1
2802,1,87,12,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2803,0,86,13,3,2,1,1,3,2,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1
2804,1,87,12,3,2,2,1,1,3,3,1,2,1,2,2,2,1,1,1,1,2,1,1,4,2,1,2,1,1
2805,1,86,13,1,2,1,1,2,2,1,1,3,1,1,1,1,1,1,2,2,3,1,2,1,1,1,1,2,1
2806,0,87,12,3,1,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2807,1,86,13,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
2808,1,87,12,2,3,2,2,3,3,3,3,2,2,3,2,2,2,2,3,1,2,3,2,2,2,1,2,1,4
2809,0,87,12,2,3,4,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,1,4
2810,0,86,13,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2811,0,86,13,4,1,4,1,4,4,3,1,3,1,3,3,1,1,1,1,4,2,1,1,1,2,1,1,1,1
2812,1,86,13,3,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1
2813,0,87,12,1,2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1
2814,0,87,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2815,0,89,10,2,3,3,1,4,3,3,2,4,3,3,3,3,3,3,2,2,2,3,1,3,3,3,2,4,1
2816,1,89,10,3,4,2,4,1,4,4,1,1,3,1,4,4,1,,4,1,1,1,1,,4,4,1,,1
2817,0,88,11,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
2818,0,88,11,3,1,4,4,4,4,4,1,4,4,3,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1
2819,1,89,10,2,1,2,1,1,2,4,1,1,1,4,4,1,1,2,2,1,3,1,4,3,2,3,1,2,1
2820,1,89,10,3,3,2,2,2,2,4,4,4,4,,3,2,4,3,4,4,4,3,4,4,4,4,3,4,4
2821,0,89,10,3,4,4,4,4,4,4,2,4,4,4,4,1,2,2,4,1,1,1,4,1,4,1,2,2,1
2823,1,88,11,1,1,4,2,1,4,1,4,2,1,2,2,1,4,2,1,2,1,2,1,4,2,1,1,2,1
2824,1,89,10,4,1,4,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
2825,0,89,10,1,4,1,4,4,1,1,4,1,4,4,4,1,4,1,4,4,4,4,4,1,1,4,4,4,1
2826,0,88,11,4,4,1,4,4,1,1,4,1,4,4,4,1,1,1,4,1,1,4,1,1,4,1,4,1,1
2827,1,89,10,4,1,4,2,1,3,4,1,2,1,4,3,2,1,1,1,2,3,4,3,4,3,1,2,4,4
2828,0,88,11,3,4,4,2,4,4,3,1,2,4,2,1,3,1,2,1,1,3,3,2,3,3,1,2,2,1
2829,1,88,11,3,4,4,2,3,3,3,1,2,1,1,1,2,1,3,1,1,3,3,3,2,3,1,1,1,1
2830,0,89,10,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1
2832,0,89,10,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2836,0,88,11,2,3,2,1,2,2,4,1,1,3,1,2,2,1,1,1,1,4,3,2,1,3,1,2,1,1
2837,1,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2838,0,89,10,4,4,4,1,1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2839,1,88,11,2,2,2,1,1,4,2,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1
2840,0,88,11,1,2,3,1,4,2,3,4,4,3,1,2,1,1,2,3,2,1,2,1,4,1,4,3,1,4
2841,1,89,10,3,4,3,4,4,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2842,1,89,10,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2843,0,89,10,3,2,3,2,2,3,3,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2
2844,0,88,11,1,3,2,3,4,3,2,3,1,3,3,2,4,2,1,3,2,3,4,2,4,2,2,1,3,3
2845,1,88,11,3,4,2,2,1,3,2,2,4,4,4,3,4,2,2,1,2,2,4,2,2,4,2,4,2,2
2846,1,89,10,2,1,1,3,2,4,2,2,2,3,3,3,3,2,1,1,2,4,2,3,2,2,2,2,2,2
2847,0,89,10,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2848,1,88,11,2,1,3,2,2,3,2,1,2,2,2,3,2,1,4,2,1,1,1,4,3,2,2,2,2,2
2849,1,89,10,1,1,1,2,1,1,4,1,1,1,1,1,1,4,,1,1,4,1,1,4,4,1,1,1,1
2851,0,89,10,1,2,4,1,2,4,3,4,3,2,2,3,2,3,2,3,2,3,3,2,2,2,1,2,3,4
2852,1,88,11,3,2,2,2,1,1,4,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1
2853,0,89,10,4,1,3,3,2,3,3,2,2,3,3,3,3,2,4,3,4,4,3,3,4,3,2,3,2,1
2855,1,89,10,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
2856,1,89,10,1,1,1,1,1,1,4,4,3,1,4,1,1,1,1,4,1,4,4,1,4,3,1,4,2,1
2857,1,89,10,1,1,1,1,1,2,2,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1
2859,1,89,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2860,0,89,10,3,1,2,1,4,4,3,2,3,2,1,1,1,1,3,1,2,2,1,4,4,3,2,3,2,3
2861,1,89,10,3,4,3,2,4,3,4,2,2,4,3,2,2,2,1,4,4,3,4,2,4,4,4,4,2,2
2862,0,89,10,2,1,3,1,2,,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1
2863,0,88,11,1,1,4,3,1,3,4,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
2864,0,88,11,3,4,3,3,2,3,3,1,3,2,1,1,2,1,4,2,2,4,4,3,3,3,3,3,3,4
2865,1,89,10,2,1,2,3,2,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,3,2,1,1,1,1
2866,0,89,10,3,2,2,3,3,3,3,1,3,1,2,2,2,3,3,2,3,3,3,1,2,2,2,2,3,2
2867,1,88,11,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1
2868,0,89,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2
2869,1,88,11,3,2,4,3,1,4,3,1,1,2,1,4,4,1,4,4,2,2,1,1,4,2,2,1,2,1
2870,0,89,10,2,4,4,4,4,4,4,2,4,4,3,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2
2871,1,89,10,3,4,2,2,2,2,4,2,3,2,2,4,2,2,2,2,4,3,2,4,3,3,2,4,3,4
2872,0,88,11,3,4,1,1,4,2,3,1,1,,3,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
2873,1,89,10,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,4,1,2,1,4,4,2,1,1,1,1
2874,0,89,10,4,4,4,4,4,4,2,3,2,4,4,2,3,4,3,4,3,3,4,4,2,4,2,4,3,1
2875,1,89,10,2,2,1,1,1,3,1,1,3,1,1,3,1,1,2,1,1,1,3,1,3,4,2,1,3,1
2876,0,88,11,2,4,4,2,2,2,4,2,2,2,3,2,4,2,3,3,2,2,3,3,4,2,3,2,4,2
2877,0,89,10,3,3,3,3,4,3,2,2,4,4,4,4,2,4,2,4,2,2,4,2,2,2,4,3,2,3
2878,1,89,10,1,4,2,4,4,1,3,1,4,2,4,1,1,2,2,4,4,2,1,4,4,4,4,2,1,1
2879,1,89,10,3,3,3,2,2,3,2,2,3,2,1,1,1,2,4,1,1,3,1,1,4,2,1,1,1,1
2880,0,88,11,3,1,3,1,1,1,1,1,2,1,1,2,3,1,3,3,1,1,1,1,3,1,1,1,1,3
2881,1,89,10,3,3,2,2,1,2,3,4,2,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1
2882,0,89,10,2,2,1,1,1,2,1,1,,1,1,3,1,1,2,1,1,1,3,1,3,1,1,1,1,1
2883,1,88,11,4,4,3,1,1,4,2,1,3,4,1,1,1,1,3,3,1,4,3,1,2,1,1,1,2,2
2884,1,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2885,0,89,10,3,1,4,1,4,4,1,1,1,4,4,4,1,4,1,4,1,1,4,4,1,1,4,4,1,1
2886,1,89,10,3,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,4,4,4,4,4,4,4,4,4,4
2888,1,89,10,3,2,2,2,2,2,3,1,2,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,2,3
2889,1,89,10,3,2,2,2,2,2,1,2,1,1,2,2,1,1,3,2,1,2,1,1,1,2,1,1,2,1
2890,1,88,11,2,2,3,1,4,2,3,2,4,1,3,2,2,3,1,3,2,4,1,4,2,2,2,3,1,2
2891,1,88,11,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,3,2,4,1,4,2,2,,3,1,2
2892,1,89,10,3,3,2,2,2,2,3,1,2,2,3,2,3,2,1,3,2,3,4,4,4,3,4,3,1,1
2893,1,89,10,2,3,2,3,2,,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,4,2,1,1,1
2894,1,89,10,3,1,1,3,,4,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,,2,2,1,1
2895,0,89,10,3,3,4,4,3,3,3,2,4,3,2,3,1,1,3,3,2,3,3,2,3,3,,2,1,3
2896,0,89,10,2,3,2,3,3,2,2,2,3,3,1,2,2,2,3,3,3,3,2,3,3,3,3,2,3,1
2897,1,89,10,4,1,3,3,2,2,1,1,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1,1,1,1
2898,1,89,10,3,2,4,2,3,3,4,1,1,2,4,2,1,1,3,2,2,1,2,1,4,,2,2,2,2
2899,1,89,10,3,2,3,1,2,3,2,1,1,3,2,1,1,1,1,1,2,3,2,1,4,3,1,1,3,1
2900,1,89,10,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2901,0,89,10,2,2,2,2,4,4,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1
2902,0,89,10,3,1,2,1,2,3,2,1,2,2,1,2,,2,3,2,2,3,2,2,2,2,2,1,2,2
2903,0,88,11,4,4,4,4,4,4,4,1,4,4,4,1,1,4,1,4,4,4,4,4,1,4,4,4,1,1
2904,0,89,10,4,1,1,1,1,1,4,1,1,4,1,,4,1,1,1,4,1,1,1,4,,1,1,1,1
2905,0,89,10,4,4,2,2,2,3,4,2,3,3,3,3,2,3,2,4,2,3,2,3,4,3,1,2,1,3
2906,0,89,10,3,2,2,3,1,3,2,1,2,1,2,1,1,1,2,1,1,2,3,2,4,3,2,2,1,3
2907,0,88,11,3,3,3,3,3,4,4,3,2,4,3,3,2,3,,4,2,3,2,3,4,4,3,3,2,2
2908,0,88,11,4,3,4,3,2,4,1,3,2,4,4,4,3,4,2,3,2,3,4,3,3,4,2,1,2,3
2909,0,88,11,4,4,3,4,3,1,3,1,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,4,3,4
2910,1,88,11,3,4,3,4,2,3,4,4,3,4,4,4,4,2,2,1,2,3,1,4,1,4,4,4,4,4
2911,1,88,11,3,3,2,2,1,3,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2912,1,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1
2913,0,88,11,1,1,4,1,3,4,1,1,4,4,4,3,3,3,2,4,1,1,4,4,1,4,2,4,2,1
2914,1,88,11,1,2,2,3,3,3,1,1,3,1,2,1,2,1,4,1,2,2,1,1,2,1,1,2,1,1
2915,1,88,11,1,3,1,1,1,2,3,1,1,1,2,2,1,1,1,2,1,2,2,2,3,2,1,1,1,1
2916,1,88,11,1,1,2,1,1,1,2,1,2,1,1,1,1,1,4,1,1,4,1,1,4,2,1,,2,1
2917,0,88,11,4,3,4,4,3,3,3,1,,2,3,3,4,2,3,3,2,3,1,2,3,3,1,2,1,2
2918,1,88,11,2,2,1,3,4,4,2,3,2,3,2,4,3,2,1,2,3,2,3,4,3,1,3,4,3,3
2919,1,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
2920,0,87,12,4,2,3,1,2,3,3,1,4,2,2,2,2,1,2,2,2,2,3,1,3,3,2,2,1,1
2921,0,87,12,4,3,3,4,4,4,3,1,2,3,4,1,1,3,2,3,2,3,3,2,3,3,1,2,1,1
2922,1,88,11,2,1,3,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
2923,1,87,12,3,2,2,2,1,2,1,4,1,1,1,1,2,1,2,1,1,1,2,4,1,3,1,3,1,2
2924,0,88,11,2,1,1,1,2,2,3,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,1,2,1,1
2925,1,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2925,1,88,11,1,3,4,1,4,4,4,4,4,1,4,1,1,1,1,3,1,1,1,4,4,4,4,4,3,1
2926,0,87,12,3,2,3,2,2,3,2,3,2,4,2,3,2,3,2,2,3,2,3,2,4,1,3,2,4,2
2927,0,88,11,4,2,3,4,2,4,2,1,1,1,2,2,2,1,4,2,3,1,4,1,4,1,3,1,1,4
2928,1,87,12,2,3,3,2,2,3,1,1,2,1,1,1,3,1,1,2,2,1,3,1,2,4,1,1,3,1
2929,0,87,12,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1
2930,0,88,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2
2931,0,88,11,3,4,4,3,3,4,3,2,1,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,1
2932,0,88,11,3,2,2,2,2,2,2,3,2,3,3,3,2,1,2,3,3,3,2,3,4,4,4,3,4,1
2933,0,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2934,1,88,11,3,4,4,3,1,4,4,3,3,2,4,3,2,3,4,3,2,3,3,1,4,4,3,2,1,1
2935,0,89,10,2,4,2,3,1,2,4,2,3,1,3,2,1,1,3,1,1,1,1,2,2,3,1,1,1,1
2936,1,89,10,4,3,4,1,4,4,3,1,1,4,4,1,2,1,2,1,1,1,2,3,2,4,1,2,1,1
2937,0,89,10,3,3,3,4,2,4,1,1,3,2,4,1,1,2,1,1,1,1,4,1,2,3,1,1,3,1
2938,0,88,11,1,2,4,3,4,1,1,1,4,1,4,1,2,4,4,4,4,3,4,3,4,3,4,2,1,4
2940,0,89,10,3,,3,4,3,1,3,,4,1,3,2,4,3,4,3,4,3,3,1,3,2,3,2,,3
2941,0,89,10,4,1,3,1,3,3,3,3,3,3,1,1,1,2,2,1,2,3,2,,3,2,2,3,3,3
2942,0,89,10,1,4,1,2,3,2,1,1,1,2,1,1,1,2,3,1,2,1,2,2,2,1,2,4,2,1
2943,0,88,11,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,1,3,2,4,4
2944,0,88,11,3,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,1,3,3,2,2,2,1
2945,0,89,10,4,3,3,2,1,4,1,4,3,3,4,1,2,2,1,4,2,2,4,4,4,3,4,4,3,
2946,0,88,11,3,3,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
2948,1,89,10,3,2,1,2,1,3,3,1,1,2,2,3,1,1,2,3,1,1,1,2,3,2,1,1,1,3
2949,0,89,10,3,3,3,3,3,3,3,1,3,,3,3,1,1,3,3,3,3,3,3,3,3,1,3,1,1
2950,0,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2952,0,89,10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2953,0,89,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2954,1,88,11,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
2955,1,87,12,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
2956,1,88,11,1,2,1,3,1,3,1,1,1,2,1,1,1,2,3,1,2,3,1,1,1,2,1,1,1,2
2957,0,87,12,2,1,2,3,4,3,4,4,2,3,2,2,2,4,2,3,2,2,3,4,3,3,3,3,2,4
2958,0,87,12,3,3,4,3,4,4,2,1,3,3,3,2,1,1,2,3,2,4,2,3,2,2,2,1,1,2
2959,0,88,11,3,3,4,3,4,4,2,1,3,3,3,2,1,1,2,3,2,4,2,3,2,2,2,1,1,2
2960,1,88,11,4,1,4,4,1,1,4,1,1,1,1,1,1,1,4,1,4,4,1,1,4,1,1,1,1,1
2961,0,88,11,3,1,1,1,1,1,3,4,2,1,1,1,1,1,4,2,1,2,2,2,4,2,1,1,2,2
2962,0,88,11,3,3,3,3,3,3,2,1,1,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2
2963,1,88,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1
2965,1,88,11,3,2,3,1,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2
2966,0,88,11,3,1,4,1,4,1,1,1,1,1,2,2,1,3,1,3,1,1,4,1,1,1,1,1,1,2
2967,1,87,12,3,2,2,2,2,1,1,1,1,1,1,4,2,1,3,1,3,4,1,1,4,1,1,1,1,1
2968,1,88,11,4,2,3,2,1,3,2,1,1,1,2,1,1,1,4,2,1,2,3,2,4,1,2,2,1,1
2969,0,88,11,3,2,2,2,3,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1
2970,0,88,11,1,3,1,4,4,4,2,1,4,1,1,1,3,1,2,1,3,3,2,3,3,4,1,4,1,1
2971,1,88,11,3,2,1,2,2,3,3,1,1,2,2,2,3,2,2,3,1,2,3,1,2,3,1,3,3,1
2972,0,88,11,3,2,4,3,1,4,1,1,4,2,2,4,3,1,3,3,4,4,3,2,4,4,1,1,1,1
2973,1,88,11,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
2974,1,88,11,3,1,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2
2975,0,88,11,3,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,,1,1,1,1,1,1,4
2976,1,88,11,2,1,3,1,1,3,2,1,3,1,1,1,2,2,1,2,2,2,2,2,4,2,1,2,2,2
2977,0,88,11,2,2,3,3,3,3,3,4,3,2,1,2,2,2,3,3,3,3,3,2,3,3,3,3,2,3
2978,1,88,11,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
2979,0,87,12,1,3,1,4,4,1,3,2,1,1,4,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1
2980,0,87,12,2,3,1,4,1,4,1,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1,1,1,1,1
2981,1,88,11,3,4,2,4,3,2,4,1,1,3,3,2,3,1,,4,1,1,4,4,1,4,1,4,1,4
2982,0,88,11,3,1,2,2,1,1,1,2,2,1,1,1,1,1,3,1,1,1,2,1,2,2,1,1,1,2
2983,1,87,12,1,3,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1
2984,0,88,11,4,1,1,3,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2
2985,1,88,11,2,1,1,2,1,1,1,1,1,1,1,3,2,1,3,2,2,1,1,1,3,1,1,1,1,1
2986,0,86,13,3,2,4,1,3,2,2,,2,3,2,1,1,1,3,3,1,3,3,3,4,1,1,1,1,2
2987,1,87,12,3,1,2,1,2,3,2,1,2,1,2,3,2,1,4,1,3,3,1,1,4,2,1,1,3,1
2988,1,88,11,3,2,2,3,3,4,3,1,3,2,3,2,3,4,4,3,3,3,3,2,3,3,1,3,4,1
2989,0,88,11,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2990,1,88,11,2,1,2,2,1,2,1,1,2,1,2,2,3,1,3,1,1,1,1,1,2,1,1,2,1,1
2991,0,88,11,1,3,2,4,4,3,1,1,2,3,2,2,3,1,2,2,1,1,3,2,1,2,2,1,3,2
2992,0,87,12,4,1,3,2,3,3,3,1,3,1,1,1,1,1,4,1,3,3,1,1,2,,1,1,3,2
2993,1,88,11,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2994,1,88,11,3,1,1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
