問卷編號,"性別(男:0, 女:1)",出生年,年齡,"CIAS_1(CIAS編碼 1: 非常不同意, 2: 不同意, 3: 同意, 4: 非常同意)",CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
2919,0,84,15,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2920,0,84,15,1,1,1,1,3,2,2,1,,1,2,1,1,1,3,1,2,2,1,1,3,2,1,2,1,1
2921,0,83,16,1,3,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,3,2,2,2,1,1,1,1
2922,1,84,15,3,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
2923,0,84,15,3,2,2,2,2,3,2,2,2,2,1,2,1,1,3,2,3,3,3,2,3,3,2,2,2,2
2924,0,84,15,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1
2925,0,84,15,4,1,1,1,4,1,4,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
2926,0,84,15,4,4,4,4,4,4,1,1,1,3,1,4,4,4,4,4,4,4,4,2,4,4,1,4,4,4
2927,0,84,15,3,4,1,4,4,1,1,1,1,4,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1
2928,1,84,15,3,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1
2929,0,83,16,3,3,3,2,2,2,3,1,2,3,2,3,2,2,3,2,2,3,2,3,3,3,1,2,2,2
2930,0,84,15,2,3,1,2,4,2,2,3,1,2,1,1,3,1,2,2,1,1,,2,2,1,2,,1,1
2931,0,83,16,3,2,2,1,3,3,1,3,2,1,2,2,2,2,3,2,2,3,2,2,3,2,3,2,2,3
2932,0,85,14,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,2,4,3,4,4,4,4,3,4,4
2933,0,85,14,1,4,2,4,2,3,2,3,2,3,2,2,3,3,2,,2,2,2,2,3,3,3,3,2,3
2934,0,86,13,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,3,3,2,2,2,2,3
2935,0,85,14,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
2936,0,85,14,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2937,0,85,14,3,4,3,4,4,4,4,2,4,4,4,4,3,4,4,4,2,2,4,4,3,4,3,4,3,2
2938,0,85,14,1,4,2,3,3,2,4,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,3,1,3
2939,0,85,14,3,1,1,2,1,1,2,3,1,2,2,1,1,1,2,2,2,2,2,4,2,2,1,3,4,3
2940,0,86,13,,,,,,,3,2,3,2,2,3,2,2,4,3,2,2,3,2,3,2,2,3,3,2
2941,0,85,14,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2942,0,85,14,3,1,2,2,2,3,1,1,1,1,2,1,3,3,3,2,2,1,1,2,2,2,2,2,1,1
2943,1,85,14,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
2944,0,86,13,4,1,4,2,1,1,1,1,3,1,3,1,2,4,1,3,1,4,1,3,1,3,3,3,3,2
2945,1,85,14,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2946,1,86,13,2,4,2,3,4,4,2,1,2,3,3,2,2,2,3,3,2,2,3,3,2,3,2,2,2,2
2947,1,85,14,3,1,1,3,3,3,1,1,1,1,1,1,1,1,3,1,3,1,1,1,2,1,1,1,1,1
2948,1,86,13,3,2,1,4,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1
2949,1,85,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2950,0,86,13,3,2,3,2,2,3,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2
2951,1,85,14,1,4,1,1,3,4,2,1,1,1,2,1,4,1,4,1,1,1,4,1,1,2,1,1,1,1
2952,1,86,13,2,3,2,3,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1
2953,1,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2954,1,85,14,2,2,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2955,0,85,14,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,1,4,1,4,4,1,1,1,4
2956,1,86,13,2,2,2,3,3,3,3,1,,1,1,3,2,2,2,2,3,2,3,2,2,2,3,2,2,2
2957,1,86,13,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2958,0,86,13,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2
2959,1,86,13,3,3,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
2961,0,85,14,3,3,3,4,2,4,3,3,4,3,2,1,1,1,1,3,2,2,3,2,2,2,2,3,2,2
2962,1,86,13,3,2,3,2,3,3,1,1,2,2,2,2,2,1,3,2,2,3,2,2,1,4,1,1,1,1
2963,1,85,14,2,3,2,3,3,2,2,4,,2,2,2,2,2,2,1,1,2,2,3,2,1,1,2,1,1
2964,0,86,13,3,3,3,3,2,2,2,1,1,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,2
2965,1,86,13,2,2,2,4,3,4,2,1,2,3,1,1,3,1,3,2,2,2,3,2,2,3,1,4,3,2
2966,1,85,14,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2967,1,86,13,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2968,1,86,13,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,2,2,3,3,2,3,2,3,2,2
2969,0,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1
2970,0,86,13,1,3,2,2,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2
2971,1,86,13,3,2,1,1,1,3,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1
2973,0,86,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2974,0,86,13,3,4,2,4,2,,2,2,3,3,,4,3,2,,3,3,3,3,3,,4,4,3,3,3
2975,0,85,14,3,1,1,1,2,3,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2976,1,86,13,3,4,3,3,2,3,3,1,1,2,2,2,3,2,3,3,3,3,3,2,3,2,1,1,2,2
2977,1,85,14,4,1,1,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,4,1,1,2,1,1,1
2978,1,86,13,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2979,1,85,14,3,2,2,3,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,1,2,1
2980,0,86,13,3,3,2,2,3,3,2,1,2,2,2,2,2,1,2,2,3,3,2,2,1,2,2,2,2,2
2981,1,86,13,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1
2982,1,86,13,3,2,2,3,2,3,1,4,2,2,2,1,3,1,3,1,2,3,1,1,3,2,1,1,1,1
2983,1,86,13,4,2,3,3,2,4,2,1,3,1,2,1,3,1,2,3,2,2,3,1,4,2,1,2,1,1
2984,1,85,14,3,4,3,3,4,4,4,3,3,3,4,4,3,3,4,3,3,3,4,4,3,3,3,3,3,4
2985,0,86,13,4,3,1,2,,4,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2986,0,83,16,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,2,2,3,2
2987,0,84,15,4,3,3,4,4,4,4,1,2,2,1,1,2,3,3,1,4,1,2,3,2,4,1,2,3,2
2988,1,84,15,3,4,3,3,4,4,,4,3,4,4,2,3,3,3,3,2,2,3,4,2,3,4,3,4,4
2989,1,84,15,3,4,3,3,3,3,3,3,2,3,3,2,2,3,2,4,2,2,3,4,2,2,3,3,3,3
2990,0,84,15,3,2,2,2,2,4,3,2,2,4,2,3,4,4,3,2,2,4,4,2,3,3,4,2,3,2
2991,0,84,15,1,4,2,4,4,2,1,3,3,4,4,2,2,3,2,4,2,3,3,4,2,2,2,2,3,2
2992,0,83,16,3,3,3,3,2,2,3,2,2,2,2,2,1,3,3,4,2,4,3,4,3,2,3,3,2,3
2993,0,84,15,3,4,3,3,2,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,3,2,3
2994,1,83,16,3,3,3,4,4,4,2,1,2,3,4,2,2,2,2,3,1,3,2,2,2,2,2,2,2,1
2995,0,84,15,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3
2996,1,84,15,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1
2997,1,84,15,3,4,2,3,3,4,4,4,1,2,3,2,3,3,3,3,2,2,4,3,2,4,2,2,4,3
2998,1,84,15,2,3,2,2,2,3,2,1,3,2,2,2,2,2,3,3,2,3,3,3,2,2,2,3,3,2
2999,1,84,15,3,2,1,1,1,2,3,1,2,1,1,2,1,2,3,1,3,2,1,1,2,2,2,1,1,2
3000,1,83,16,3,2,2,3,3,4,3,1,2,2,2,1,1,2,1,2,2,2,2,2,1,3,1,1,2,2
3001,1,84,15,1,1,1,3,3,2,2,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
3002,0,84,15,3,4,3,2,3,3,4,2,1,4,4,4,2,2,3,4,3,3,3,4,2,3,1,3,3,1
3003,1,83,16,3,4,2,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2
3004,0,84,15,3,2,3,3,2,2,3,2,1,3,2,3,4,3,2,3,3,3,3,1,3,2,2,4,2,3
3005,0,84,15,3,1,1,1,1,2,2,1,1,2,2,1,3,1,3,1,1,2,1,1,3,2,1,4,1,1
3006,1,84,15,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
3007,1,84,15,1,3,2,1,2,2,2,1,2,2,1,1,1,1,1,3,2,1,2,4,1,1,1,1,2,1
3008,0,83,16,3,4,3,4,2,3,1,3,2,2,3,1,3,4,3,4,2,2,3,3,2,3,2,2,2,2
3009,0,84,15,3,2,2,3,2,3,2,2,1,2,2,2,2,2,3,3,2,3,4,2,3,3,3,2,2,3
3010,1,84,15,3,3,2,4,2,3,1,1,1,4,4,2,1,4,4,4,4,4,1,3,2,3,4,3,4,4
3011,0,84,15,3,2,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,2
3012,1,83,16,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,3,3,2,3,1,2,2,2,3
3013,0,84,15,4,2,4,3,2,3,2,1,3,2,3,2,3,1,3,1,2,3,3,1,3,4,2,2,1,1
3014,0,85,14,3,3,3,2,2,3,2,1,1,1,2,2,1,1,2,2,2,3,2,3,2,2,2,2,1,1
3015,0,84,15,4,2,2,3,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1
3016,1,85,14,2,2,2,2,2,3,4,1,2,2,2,3,1,1,3,1,1,1,1,1,4,2,2,2,2,1
3017,0,84,15,3,2,2,2,4,3,1,4,2,2,2,2,1,2,1,3,1,3,2,3,3,2,3,2,4,4
3018,0,84,15,2,2,2,2,2,1,2,1,2,1,1,1,1,1,3,1,1,2,2,1,2,1,1,1,1,1
3019,0,85,14,1,2,1,3,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1
3020,0,84,15,2,4,1,1,4,2,2,3,1,2,2,1,2,1,2,3,1,2,1,3,1,2,2,1,1,2
3021,1,85,14,3,4,2,4,4,4,4,2,3,3,4,2,2,3,2,4,3,2,3,4,2,4,2,3,2,2
3022,1,85,14,3,2,2,2,2,3,3,1,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,1
3023,1,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
3024,0,84,15,3,4,3,3,3,4,4,3,4,3,3,2,3,3,3,4,2,2,3,4,4,4,3,4,2,4
3025,0,85,14,3,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,1,3,1,1,1,1,3,2,2,2
3026,0,85,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3027,1,84,15,4,4,4,4,3,4,2,1,3,3,3,3,4,3,3,3,3,2,2,2,2,2,2,3,4,3
3028,0,85,14,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3029,0,84,15,3,1,3,1,3,3,4,1,3,1,1,2,4,1,2,1,1,3,1,3,1,1,1,1,3,1
3030,0,85,14,3,2,2,2,3,3,3,2,2,2,3,1,1,1,1,3,2,2,2,2,2,3,2,2,2,2
3031,1,85,14,2,2,4,3,4,4,2,1,3,1,1,1,1,1,1,2,2,2,1,3,1,1,1,1,1,1
3032,0,85,14,3,3,3,2,2,4,1,2,2,2,3,2,3,1,3,2,3,3,2,1,4,3,3,2,4,3
3033,0,85,14,4,4,4,1,4,4,4,4,4,4,4,2,1,4,3,4,4,3,4,4,3,1,2,4,3,3
3034,0,85,14,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
3035,0,85,14,4,3,2,4,4,4,3,1,2,2,2,3,3,1,2,3,3,3,1,3,2,3,2,2,2,1
3036,0,84,15,4,3,4,4,3,4,1,4,3,3,2,1,2,3,2,3,3,2,1,3,3,2,2,2,3,3
3037,1,85,14,1,2,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
3038,0,85,14,3,2,3,2,2,3,3,1,2,2,2,2,2,3,3,2,2,3,3,1,4,3,1,2,3,2
3039,1,85,14,2,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,2,3,1,1,1,1,2
3040,0,85,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
3041,1,85,14,3,2,2,3,3,3,3,3,2,2,3,2,2,2,2,3,2,3,3,2,2,4,1,1,2,2
3042,1,85,14,3,2,3,2,2,3,4,2,1,1,2,2,3,1,2,1,3,3,2,1,4,2,2,1,1,3
3043,1,86,13,4,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,3,4,2,1,1,2,1,1,2,1
3044,1,86,13,2,2,2,1,1,3,2,1,2,2,2,1,2,1,2,3,2,2,1,1,2,2,1,3,2,1
3045,0,86,13,2,3,2,3,2,2,3,1,2,2,2,2,2,2,1,1,2,1,2,2,3,3,2,2,2,2
3046,1,86,13,3,4,2,3,3,4,2,1,1,3,4,3,2,3,2,3,2,2,1,3,3,2,2,2,1,2
3047,0,85,14,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2
3048,0,85,14,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
3049,1,85,14,3,3,3,3,3,3,2,3,3,3,3,2,2,3,2,3,2,2,3,3,3,3,3,3,3,2
3050,1,85,14,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
3051,1,86,13,1,3,4,2,4,4,1,1,3,2,3,1,1,1,3,4,1,3,2,3,1,2,1,3,1,1
3052,0,86,13,2,2,3,3,1,4,3,3,2,2,3,2,2,2,1,2,2,2,3,3,3,3,2,2,3,2
3053,0,85,14,4,4,2,4,2,3,2,1,1,1,1,1,3,1,2,4,1,1,1,2,2,2,1,1,1,1
3054,1,85,14,1,3,1,1,1,1,1,1,1,2,1,3,1,1,4,1,1,1,3,3,4,1,1,1,1,1
3055,0,85,14,4,2,3,1,2,4,3,1,2,1,2,2,4,1,3,1,3,2,1,2,3,2,1,1,1,3
3056,1,86,13,3,3,4,2,3,3,1,2,3,2,4,2,3,4,3,3,2,4,4,4,4,4,4,2,3,1
3057,0,85,14,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,2,1,1,1,1
3058,1,85,14,3,2,2,3,2,2,2,1,2,2,1,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2
3059,0,86,13,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2
3060,0,86,13,3,4,2,4,2,3,3,1,2,3,2,1,3,1,2,4,3,3,4,2,2,2,1,1,1,1
3061,0,86,13,3,4,3,4,4,4,3,3,3,3,4,2,2,3,3,4,3,2,2,3,3,3,3,2,4,4
3062,0,86,13,3,3,3,3,2,3,3,1,3,2,2,3,2,1,3,3,3,3,3,1,3,3,3,3,3,2
3063,0,86,13,2,2,2,2,3,2,2,2,2,2,2,1,1,3,2,3,2,1,2,1,3,2,2,2,2,2
3064,1,86,13,3,2,1,2,2,2,3,1,3,2,2,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1
3065,1,86,13,3,4,3,4,4,4,3,2,3,4,4,2,2,4,3,4,3,3,3,4,3,4,3,4,3,3
3066,1,86,13,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
3067,1,86,13,3,3,3,3,3,3,3,1,3,2,3,3,1,3,2,2,3,3,3,3,2,3,3,3,3,2
3068,0,86,13,1,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4
3069,0,85,14,1,1,1,1,3,1,1,1,1,2,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1
3070,1,85,14,2,3,2,4,3,4,3,1,1,3,2,1,2,3,2,3,3,1,1,1,2,2,2,2,2,3
3071,0,85,14,2,1,1,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3072,0,86,13,2,4,4,4,4,3,2,2,3,4,4,4,2,3,4,4,2,4,4,4,4,4,1,1,1,4
3073,0,86,13,4,3,3,2,2,3,4,4,4,3,2,,3,4,3,2,3,3,3,3,2,2,4,4,2,4
3074,0,86,13,4,4,4,1,4,4,3,1,2,3,3,4,3,1,1,4,1,1,3,2,3,4,1,2,1,1
3075,1,85,14,2,1,3,2,2,3,2,1,3,1,1,2,2,2,4,2,2,3,2,1,3,3,2,2,1,1
3076,1,86,13,2,3,2,2,2,3,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,1,85,14,3,2,2,2,2,2,2,1,1,2,1,1,3,1,3,2,1,1,1,2,3,2,1,1,1,1
3078,1,86,13,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1
3079,0,85,14,3,1,2,2,1,3,2,1,2,2,1,1,1,1,2,1,2,1,1,2,3,1,1,1,1,1
3080,1,86,13,4,2,2,1,2,3,4,1,1,2,1,1,3,1,1,1,1,1,3,1,4,1,1,2,1,1
3081,1,86,13,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3082,0,86,13,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3083,0,85,14,3,2,2,3,3,3,2,1,2,3,2,2,2,3,3,3,2,2,3,3,2,2,1,3,2,1
3084,1,86,13,1,3,4,4,4,4,1,4,4,2,4,2,4,3,4,3,2,3,4,3,4,4,4,4,1,4
3085,0,86,13,2,2,2,1,3,2,3,2,1,3,2,2,2,3,2,3,3,3,2,2,1,2,2,2,2,2
3086,1,86,13,3,4,2,2,2,3,2,1,2,4,2,2,2,1,1,4,1,2,3,3,1,2,1,1,1,1
3087,1,86,13,3,3,2,2,3,3,2,1,2,1,2,1,3,2,3,2,2,1,1,1,3,2,2,1,2,1
3088,0,86,13,2,1,3,3,3,3,2,1,2,3,2,2,2,2,3,3,2,3,3,1,4,3,2,2,3,2
3089,0,85,14,3,3,2,2,3,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3090,1,86,13,3,2,2,3,3,2,3,2,2,2,1,1,3,1,1,1,1,1,1,1,4,2,1,1,1,4
3091,1,85,14,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3092,1,85,14,3,3,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1
3093,0,86,13,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,3,2,1,3,2,1,1,1,1
3094,1,86,13,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3095,1,86,13,3,2,2,3,3,3,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2
3096,1,86,13,3,2,1,2,3,3,1,1,1,1,2,1,2,1,2,3,1,2,2,2,2,2,1,1,1,2
3097,0,85,14,3,1,1,3,4,3,3,2,1,3,1,1,2,3,3,3,1,1,1,4,3,3,1,2,2,2
3098,0,86,13,3,3,1,1, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1
3099,1,86,13,3,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
3100,0,86,13,2,3,1,3,2,3,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1
3101,1,85,14,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
3102,1,86,13,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
3103,0,86,13,3,3,2,1,3,3,1,1,1,1,1,1,2,2,2,1,1,3,3,1,4,2,1,1,1,1
3104,0,86,13,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3105,0,86,13,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3106,1,86,13,2,2,1,2,2,3,2,1,1,1,3,2,3,1,1,1,1,1,2,3,2,1,1,1,1,1
3107,1,85,14,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3108,1,86,13,3,2,3,4,3,3,1,1,2,1,2,1,3,1,2,3,1,2,1,3,2,2,1,1,1,1
3109,1,85,14,3,3,3,3,2,3,3,3,3,3,3,2,3,3,4,3,2,2,2,2,3,3,3,3,3,3
3110,1,86,13,4,1,1,4,1,2,3,4,1,2,3,4,3,1,3,3,2,3,2,3,3,4,4,2,2,2
3111,0,86,13,4,4,2,3,4,4,2,1,3,3,4,2,1,4,2,3,3,4,4,4,1,3,4,3,3,2
3112,1,86,13,3,2,2,4,3,4,2,1,1,1,1,1,3,1,3,3,2,2,3,2,3,2,1,1,3,1
3113,1,86,13,2,2,3,3,1,4,1,1,2,1,1,1,1,3,3,2,3,3,1,4,1,1,1,2,3,1
3114,1,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3115,1,86,13,3,3,3,2,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,1,1,1
3116,0,86,13,2,4,3,3,3,3,2,1,3,4,3,2,1,1,3,3,3,3,3,1,1,4,1,3,1,1
3117,1,86,13,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3118,0,86,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
3119,0,86,13,1,1,1,2,3,3,1,1,1,2,1,1,1,1,3,1,2,3,1,1,1,2,1,1,1,1
3120,0,86,13,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,3,3,2,1,1,1,1,1,1,3
3121,1,86,13,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
3122,1,86,13,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1
3123,0,86,13,1,2,2,2,3,4,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2
3124,1,86,13,1,1,1,2,1,1,1,1,1,1,1,,3,2,1,1,1,1,1,1,1,1,1,1,3,1
3125,0,86,13,3,2,3,4,2,3,1,1,2,1,2,2,2,2,2,2,2,3,3,4,2,3,2,2,2,2
3126,0,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3127,0,85,14,3,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,4,2,1,2,3,2,2,2,2
3128,0,85,14,4,4,4,3,3,4,3,1,3,4,4,2,2,2,4,4,4,3,3,3,2,3,1,3,3,1
3129,0,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3130,1,85,14,3,2,3,3,3,3,3,2,2,2,1,1,1,1,3,3,1,3,3,3,3,3,1,1,1,1
3131,0,85,14,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3132,0,86,13,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,2,3
3133,0,86,13,3,2,3,3,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
3134,1,85,14,4,4,4,3,4,4,3,1,1,4,2,1,3,1,1,4,3,4,2,3,1,2,1,3,2,1
3135,0,86,13,1,1,2,2,3,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
3136,1,85,14,1,2,2,4,4,2,1,1,4,2,3,2,2,3,1,4,1,1,4,4,1,1,1,4,3,1
3137,0,86,13,3,2,4,3,3,4,4,4,4,1,1,1,1,4,1,1,2,3,4,3,1,2,2,2,4,3
3138,0,86,13,4,2,2,4,4,4,4,1,4,2,4,3,1,1,1,4,3,1,1,1,1,1,1,1,1,1
3139,0,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1
3140,0,85,14,3,2,2,3,2,3,2,1,2,1,2,2,1,1,3,2,2,1,2,2,3,2,1,2,1,1
3141,0,85,14,4,1,4,4,1,1,4,4,4,1,1,1,4,1,4,1,4,4,1,1,1,4,4,4,1,1
3142,0,84,15,3,3,3,2,2,3,3,1,3,2,2,2,2,1,3,2,1,2,3,2,3,2,1,2,1,1
3143,1,85,14,3,3,3,3,2,3,1,1,2,3,2,2,2,1,1,3,2,2,2,3,2,2,1,2,1,1
3144,1,85,14,3,3,2,3,2,3,1,1,1,1,1,1,1,1,1,2,2,4,3,1,1,2,1,1,1,1
3145,0,85,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3
